title,company,url,location,career,education,salary_etc,job_category,due_date
패널딥데이터센터 데이터사이언스팀데이터 분석가(신입/경력),(주)마크로밀엠브레인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52242444&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=1407ebc5-dcbd-473e-bb4d-e5055971ac5b,서울서초구,신입·경력,N/A,대졸↑,"데이터엔지니어, 통계/분석, 데이터분석가, 데이터분석, 데이터시각화",~ 12/06(토)
[Catalyst]데이터 분석인턴 (3개월 후 정규전환형),콘센트릭스서비스코리아(유),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52120207&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=1407ebc5-dcbd-473e-bb4d-e5055971ac5b,서울강남구,신입,N/A,학력무관,"데이터엔지니어, 데이터분석가, 데이터라벨링, 데이터 사이언티스트, IT컨설팅",~ 11/30(일)
인공지능 및데이터 분석직무 채용 공고,(주)싸인랩,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52260531&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=1407ebc5-dcbd-473e-bb4d-e5055971ac5b,부산부산진구,경력무관,N/A,학력무관,"데이터분석가, 데이터마이닝, 데이터라벨링, 머신러닝, 딥러닝",~ 12/10(수)
데이터 분석가 신입 채용,파워메카(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52155472&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=1407ebc5-dcbd-473e-bb4d-e5055971ac5b,서울금천구,신입,N/A,대졸↑,"데이터엔지니어, 데이터분석가, 데이터시각화, 데이터마이닝, 빅데이터",~ 11/27(목)
2025 데이터분석 전문가 신입·경력 모집,(주)베가스,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52099715&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=1407ebc5-dcbd-473e-bb4d-e5055971ac5b,서울중구,신입·경력,N/A,석사↑,"데이터분석가, 데이터 사이언티스트, 빅데이터, AI(인공지능), Python",~ 11/20(목)
[외국계/삼성역/신입가능] 중견기업 데이터분석가(DA) 채용,(주)사람인에이치에스,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52066444&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=1407ebc5-dcbd-473e-bb4d-e5055971ac5b,서울강남구,경력무관,N/A,학력무관,"데이터엔지니어, 매출관리, 데이터분석가, 데이터분석, 데이터시각화",N/A
유통부문 운영전략팀데이터 분석담당,(주)크레이버코퍼레이션,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52187632&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=1407ebc5-dcbd-473e-bb4d-e5055971ac5b,서울강남구,경력,N/A,대졸↑,"데이터분석, 실적관리, 트렌드분석, 판매전략, 시장조사",~ 11/29(토)
[쇼핑엔티] 홈쇼핑 데이터 사이언티스트(데이터 분석담당) 채용,(주)티알엔,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52253433&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=1407ebc5-dcbd-473e-bb4d-e5055971ac5b,서울중구,경력 3~15년,N/A,대졸↑,"통계/분석, 데이터분석가, 데이터분석, 데이터시각화, 실적관리",~ 11/30(일)
"미디어채널, 데이터분석, 솔루션 기획 부문 경력 채용",(주)이엠넷,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52253987&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=1407ebc5-dcbd-473e-bb4d-e5055971ac5b,서울구로구,경력1년↑,N/A,대졸↑,"데이터엔지니어, 데이터분석가, 데이터분석, 데이터시각화, 경영분석",~ 11/23(일)
[쿠팡] 카탈로그 운영데이터 분석가,쿠팡(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52176392&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=1407ebc5-dcbd-473e-bb4d-e5055971ac5b,서울송파구,경력3년↑,N/A,대졸↑,"데이터분석가, 데이터분석, 데이터시각화, 데이터라벨링, SQL",~ 11/29(토)
소셜미디어 채널 전략 및데이터 분석담당자,(주)카카오엔터테인먼트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52080718&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=1407ebc5-dcbd-473e-bb4d-e5055971ac5b,경기성남시 분당구,경력7년↑,N/A,학력무관,"데이터분석가, 데이터분석, 마케팅기획, 마케팅, 마케팅전략",~ 11/16(일)
[SOOP]데이터 분석및 BI,(주)숲,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52250237&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=1407ebc5-dcbd-473e-bb4d-e5055971ac5b,경기성남시 분당구,경력6년↑,N/A,학력무관,"데이터엔지니어, 데이터분석가, 데이터시각화, 데이터마이닝, 데이터라벨링",~ 11/23(일)
Tableau 컨설턴트 신입/경력 채용 -데이터 분석및 시각화,디포커스(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52213441&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=1407ebc5-dcbd-473e-bb4d-e5055971ac5b,서울구로구,경력무관,N/A,학력무관,"데이터엔지니어, 데이터분석가, 기술지원, 유지보수, IT컨설팅",~ 01/03(토)
[PTKOREA]데이터 분석가,펑타이그레이터차이나(유),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52269112&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=1407ebc5-dcbd-473e-bb4d-e5055971ac5b,서울강남구,경력 3~7년,N/A,대졸↑,"데이터분석가, 광고대행사",~ 11/30(일)
[(주)이연에프엔씨] AI전략실 데이터분석가 수시채용,(주)이연에프엔씨,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52250186&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=1407ebc5-dcbd-473e-bb4d-e5055971ac5b,서울강남구,경력무관,N/A,대졸↑,"데이터분석가, 데이터 사이언티스트, 빅데이터, 머신러닝, BI 엔지니어",~ 11/21(금)
[(주)신라시스템]   데이터분석 & 인공지능 개발자 공채,(주)신라시스템,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52099398&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=1407ebc5-dcbd-473e-bb4d-e5055971ac5b,대구동구,경력무관,N/A,초대졸↑,"Python, Java, 웹개발, 머신러닝, R&D",~ 11/20(목)
[캐시워크] 데이터분석 담당 채용전환형 인턴,넛지헬스케어(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51874348&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=1407ebc5-dcbd-473e-bb4d-e5055971ac5b,서울강남구,신입,N/A,대졸↑,"데이터엔지니어, 데이터분석가, 데이터분석, 데이터시각화, 경영분석",N/A
데이터플로 - 인공지능 AI 모형 개발 최적화 &데이터 분석,데이터플로,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52115822&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=1407ebc5-dcbd-473e-bb4d-e5055971ac5b,서울강남구,경력무관,N/A,학력무관,"데이터시각화, 데이터마이닝, Python, 머신러닝, 딥러닝",~ 11/22(토)
"AI 개발(Python), 데이터분석 및 사업 기획 인턴 모집",(주)마크클라우드,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51822688&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=1407ebc5-dcbd-473e-bb4d-e5055971ac5b,서울강남구,경력무관,N/A,대졸↑,"데이터분석가, 데이터분석, 빅데이터, 머신러닝, 사업기획",N/A
"(철도/교통/인공지능분야) 비전, 정형 데이터분석,개발 AI연구원",(주)블루시그널,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52264526&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=1407ebc5-dcbd-473e-bb4d-e5055971ac5b,대전유성구,경력 2~5년,N/A,대졸↑,"AI(인공지능), AI(인공지능), 소프트웨어개발",~ 12/10(수)
도시/교통분야 빅데이터 분석및 R&D 연구인력 (신입/경력) 모집,(주)스페이스인사이트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51846059&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=1407ebc5-dcbd-473e-bb4d-e5055971ac5b,서울강서구,경력무관,N/A,대졸↑,"AI(인공지능), 연구원, 머신러닝, R&D, 딥러닝",N/A
데이터분석 및 생성형 AI 기반 자동화 시스템 개발 과정 모집,(주)핀인사이트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52267657&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=1407ebc5-dcbd-473e-bb4d-e5055971ac5b,서울용산구,경력무관,N/A,학력무관,"데이터엔지니어, 데이터분석가, 데이터분석, 데이터시각화, 데이터마이닝",~ 12/14(일)
데이터분석/Python/JAVA/SAS 인재 채용/서비스기획,(주)그루넷,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52165237&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=1407ebc5-dcbd-473e-bb4d-e5055971ac5b,서울강남구,신입·경력,N/A,대졸↑,"데이터분석가, 빅데이터, Python, 클라우드, DataMining",~ 11/30(일)
자동차데이터 분석가 모집,(주)나무플래닛,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52180180&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=1407ebc5-dcbd-473e-bb4d-e5055971ac5b,서울송파구,경력무관,N/A,학력무관,"데이터분석가, SI·시스템통합, OLAP, 솔루션업체, 소프트웨어개발",~ 11/29(토)
데이터 분석기반 Risk Management(RM),(주)엑심베이,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52205937&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=1407ebc5-dcbd-473e-bb4d-e5055971ac5b,서울구로구,신입·경력,N/A,초대졸↑,"데이터분석, 리스크 관리, 모니터링, 자금세탁방지, AML",~ 12/02(화)
[정규직] 데이터분석 및 사업관리 연구원(신입~팀장) 모집,(주)유니드,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52276173&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=1407ebc5-dcbd-473e-bb4d-e5055971ac5b,경남진주시,경력무관,N/A,대졸↑,"기획, 웹에이전시, 웹프로덕션",~ 12/11(목)
[데이터 분석지원] 한국평가데이터 인턴계약직 채용,한국평가데이터(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52119948&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=1407ebc5-dcbd-473e-bb4d-e5055971ac5b,서울영등포구,경력무관,N/A,학력무관,"데이터분석, 금융기관",~ 11/22(토)
데이터 분석가 (경력),(주)더블유게임즈,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52133514&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=1407ebc5-dcbd-473e-bb4d-e5055971ac5b,서울강남구,경력5년↑,N/A,학력무관,"데이터엔지니어, 통계/분석, 데이터분석가, 데이터분석, 데이터시각화",~ 12/23(화)
세이브더칠드런 마케팅혁신팀데이터 분석담당자 모집,세이브더칠드런코리아,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52081430&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=1407ebc5-dcbd-473e-bb4d-e5055971ac5b,서울마포구,경력 1~5년,N/A,학력무관,"데이터엔지니어, 통계/분석, 데이터분석가, 데이터분석, 경영분석",N/A
[AI 바이오 헬스케어] 데이터분석 전문가,(주)바이오컴,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52101337&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=1407ebc5-dcbd-473e-bb4d-e5055971ac5b,서울강서구,경력5년↑,N/A,대졸↑,"데이터엔지니어, 통계/분석, 데이터분석가, 데이터시각화, 데이터 사이언티스트",~ 11/20(목)
[정규직] 영업데이터 분석경력직 채용,체험(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52096203&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=1407ebc5-dcbd-473e-bb4d-e5055971ac5b,서울관악구,경력 4~8년,N/A,학력무관,"통계/분석, 데이터분석가, 데이터분석, 실적관리, Python",~ 11/20(목)
[게임업계최상위] 게임데이터 분석가 (경력),주식회사 지니어스,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52257201&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=1407ebc5-dcbd-473e-bb4d-e5055971ac5b,경기성남시 분당구,경력 7~12년,N/A,대졸↑,"데이터엔지니어, 통계/분석, 데이터분석가, 데이터분석, 데이터시각화",N/A
[대기업계열사/마케팅에이전시] 디지털데이터 분석가,주식회사 지니어스,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52260161&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=1407ebc5-dcbd-473e-bb4d-e5055971ac5b,서울강남구,경력 3~7년,N/A,대졸↑,"통계/분석, 데이터분석가, 데이터분석, 데이터라벨링, Python",N/A
데이터 분석및 솔루션 개발,(주)원익피앤이,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52042858&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=1407ebc5-dcbd-473e-bb4d-e5055971ac5b,경기수원시,경력 6~20년,N/A,대졸↑,"Python, 솔루션, S/W, Keras, Tensorflow",~ 11/14(금)
경력사원 채용(데이터 분석플랫폼 개발),삼성바이오에피스(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52184987&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=1407ebc5-dcbd-473e-bb4d-e5055971ac5b,인천연수구,경력4년↑,N/A,학력무관,"데이터분석가, 데이터분석, AI(인공지능), Python, 바이오",N/A
AML데이터 분석담당자 (경력),(주)카카오,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52185025&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=1407ebc5-dcbd-473e-bb4d-e5055971ac5b,경기성남시 분당구,경력5년↑,N/A,학력무관,"데이터엔지니어, 데이터분석가, Python",~ 11/15(토)
[코스닥/GTX킨텍스역] AI데이터 분석가 채용,(주)뉴엔에이아이,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51969466&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=1407ebc5-dcbd-473e-bb4d-e5055971ac5b,경기고양시 일산서구,경력4년↑,N/A,대졸↑,"데이터엔지니어, 데이터분석가, 데이터분석, 데이터 사이언티스트, AI(인공지능)",~ 12/01(월)
[미리디] 재무/회계데이터 분석가 (Financial/Accounting Data),(주)미리디,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52067450&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=1407ebc5-dcbd-473e-bb4d-e5055971ac5b,서울구로구,경력 1~5년,N/A,학력무관,"데이터분석가, 데이터분석, 소프트웨어개발",~ 12/16(화)
[미리디]데이터 분석가,(주)미리디,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52128902&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=1407ebc5-dcbd-473e-bb4d-e5055971ac5b,서울구로구,경력 3~7년,N/A,학력무관,"데이터분석가, 데이터분석, 소프트웨어개발",~ 12/23(화)
(주)유디엠텍 제조 AI데이터 분석,(주)유디엠텍,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52263235&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=1407ebc5-dcbd-473e-bb4d-e5055971ac5b,경기수원시 영통구,경력 3~15년,N/A,대졸↑,"Python, SQL, Keras, Pytorch, Tensorflow",~ 12/10(수)
HR 데이터분석 보조연구원 (계약직),(주)무하유,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52239525&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=e1f8a823-ac32-4c4a-b4bc-b77f7d190810,서울성동구,경력무관,N/A,석사↑,"마케팅, 솔루션업체",~ 12/06(토)
[Catalyst] GA/AA 데이터분석,콘센트릭스서비스코리아(유),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52127091&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=e1f8a823-ac32-4c4a-b4bc-b77f7d190810,서울강남구,경력1년↑,N/A,학력무관,"데이터분석가, 데이터분석, GA, AA, IT컨설팅",~ 11/30(일)
[서울/경력 5년 이상] 데이터분석팀 데이터분석가,트리노드(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52054775&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=e1f8a823-ac32-4c4a-b4bc-b77f7d190810,서울강남구,경력5년↑,N/A,학력무관,"데이터엔지니어, 데이터분석가, 데이터분석, 데이터시각화, 게임개발",~ 12/15(월)
연구소 빅데이터분석/AI솔루션개발자/ Visual C++ 개발자 모집,㈜이씨마이너,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52200836&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=e1f8a823-ac32-4c4a-b4bc-b77f7d190810,서울강남구,경력무관,N/A,대졸↑,"Java, Windows, C++, C언어, DataMining",~ 01/02(금)
게임데이터 분석가,(주)게임듀오,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52100680&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=e1f8a823-ac32-4c4a-b4bc-b77f7d190810,경기성남시 분당구,경력 1~5년,N/A,학력무관,"데이터분석가, 데이터분석, 게임개발",N/A
데이터 분석및 처리 관련자,(주)넥스트이지,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51960236&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=e1f8a823-ac32-4c4a-b4bc-b77f7d190810,제주제주시,경력무관,N/A,학력무관,"데이터분석가, SI·시스템통합",N/A
[캐시워크] 데이터분석가 - 석사/박사,넛지헬스케어(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51874340&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=e1f8a823-ac32-4c4a-b4bc-b77f7d190810,서울강남구,경력무관,N/A,석사↑,"데이터엔지니어, 데이터분석가, 데이터분석, 데이터시각화, 데이터마이닝",N/A
데이터 분석가 (경력),(주)더블다운인터액티브,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51877845&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=e1f8a823-ac32-4c4a-b4bc-b77f7d190810,서울강남구,경력3년↑,N/A,학력무관,"데이터엔지니어, 데이터분석가, 데이터시각화, 데이터마이닝, 데이터라벨링",N/A
맨데이터(주)데이터 분석가 채용,맨데이터(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52243047&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=e1f8a823-ac32-4c4a-b4bc-b77f7d190810,서울영등포구,경력3년↑,N/A,대졸↑,"데이터분석가, 데이터분석, 데이터시각화, 데이터 사이언티스트, Python",~ 12/06(토)
데이터플랫폼본부 데이터분석가 경력직 채용,코데이터솔루션(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51974709&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=e1f8a823-ac32-4c4a-b4bc-b77f7d190810,서울영등포구,경력 3~5년,N/A,대졸↑,"데이터엔지니어, 데이터분석가, 데이터분석, 데이터 사이언티스트, 빅데이터",N/A
빅데이터 분석채용 공고,(주)좋은정보기술,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52058354&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=e1f8a823-ac32-4c4a-b4bc-b77f7d190810,전북전주시 덕진구,신입·경력,N/A,초대졸↑,"데이터엔지니어, DBA, 데이터분석가, 데이터시각화, 데이터마이닝",~ 12/15(월)
데이터분석가(경력 3년 이상) 채용,(주)브릭,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52217001&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=e1f8a823-ac32-4c4a-b4bc-b77f7d190810,경기성남시 분당구,경력3년↑,N/A,대졸↑,"데이터분석가, 빅데이터, Python, 머신러닝, R",~ 12/04(목)
핀트(fint)데이터 분석,(주)디셈버앤컴퍼니,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52243590&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=e1f8a823-ac32-4c4a-b4bc-b77f7d190810,서울강남구,경력 6~12년,N/A,대졸↑,"데이터엔지니어, 데이터분석가, 데이터시각화, 데이터 사이언티스트, 빅데이터",N/A
[SECO 미래아이앤텍] MES 프로젝트 관리 / 기획 /데이터 분석,(주)미래아이앤텍,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52238408&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=e1f8a823-ac32-4c4a-b4bc-b77f7d190810,서울서초구,경력 4~17년,N/A,대졸↑,"DBA, 데이터분석가, 데이터분석, 데이터시각화, OracleDB",~ 12/06(토)
데이터 분석가,(주)콜로세움코퍼레이션,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52273085&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=e1f8a823-ac32-4c4a-b4bc-b77f7d190810,서울강남구,경력 2~10년,N/A,고졸↑,"데이터엔지니어, 빅데이터, 창고·보관",~ 12/10(수)
(주)나눔스페이스 데이터분석팀 채용공고,(주)나눔스페이스,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51921821&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=e1f8a823-ac32-4c4a-b4bc-b77f7d190810,전북전주시 완산구,경력무관,N/A,대졸↑,"데이터분석가, 데이터분석, 의료·보건, 바이오",N/A
