title,company,url,location,career,education,salary_etc,job_category,due_date
각 부문 신입/경력 채용공고(증원),(주)엑소코바이오,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50369696&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=d660ad24-76b4-4fe4-bbea-2c7f14276d68,서울금천구,신입·경력,N/A,초대졸↑,"품질분석, 마케팅기획, 마케팅, 마케팅전략, 온라인마케팅",~ 11/30(일)
[보로노이] 신약개발 전문기업 2026년 각 부문별 공개채용,보로노이(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52218066&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=d660ad24-76b4-4fe4-bbea-2c7f14276d68,인천연수구,신입·경력,N/A,대졸↑,"SE(시스템엔지니어), AI(인공지능), Python, 연구원, 전략기획",~ 11/26(수)
[(주)자비스/코스닥] 인사총무팀 인사/ 총무  담당자 채용,(주)자비스,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52246890&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=d660ad24-76b4-4fe4-bbea-2c7f14276d68,경기화성시,경력2년↑,N/A,대졸↑,"백엔드/서버개발, SE(시스템엔지니어), 유지보수, 서류관리, 총무",~ 12/07(일)
2025년 하반기 신입/경력직 채용,에스에프익스프레스(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52045563&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=d660ad24-76b4-4fe4-bbea-2c7f14276d68,서울영등포구,신입·경력,N/A,학력무관,"데이터분석, SE(시스템엔지니어), 이커머스, 리스크 관리, 유지보수",~ 11/13(목)
[에듀테크 스타트업] 영어/수학 온라인 학습관리 선생님 채용,아이헤이트플라잉버그스(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52268353&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=d660ad24-76b4-4fe4-bbea-2c7f14276d68,서울영등포구,경력무관,N/A,학력무관,"데이터엔지니어, 매출관리, 데이터분석가, 재무분석, 데이터분석",~ 12/10(수)
(주)리만코리아 경력직 채용(서울/대구),주식회사 리만코리아,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52029865&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=d660ad24-76b4-4fe4-bbea-2c7f14276d68,서울강남구,경력,N/A,학력무관,"투자분석, 품질분석, VOC분석, 상품분석, 상품관리",N/A
경주월드 신입/경력사원 채용 [기계/전기/마케팅],경주월드 주식회사,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52159244&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=d660ad24-76b4-4fe4-bbea-2c7f14276d68,경북경주시,신입·경력,N/A,학력무관,"마케팅기획, 마케팅, 마케팅전략, 온라인마케팅, 디지털마케팅",N/A
각 부문 신입/경력 채용,(주)넥스트플레이어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52185518&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=d660ad24-76b4-4fe4-bbea-2c7f14276d68,서울성동구,신입·경력,N/A,학력무관,"매출관리, 데이터분석, 상품분석, 온라인MD, 상품관리",~ 11/14(금)
[외국계 화학] 각 부문 신입/경력 채용,한국이콜랩(유),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52186491&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=d660ad24-76b4-4fe4-bbea-2c7f14276d68,서울송파구,신입·경력,N/A,고졸↑,"데이터엔지니어, 데이터분석가, 데이터분석, 환경분석, 마케팅기획",~ 11/16(일)
분야별 신입및경력 모집(설계/해석지원/EMS/기기개발),(주)동화엔텍,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52156675&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=d660ad24-76b4-4fe4-bbea-2c7f14276d68,부산강서구,경력무관,N/A,학력무관,"데이터분석, 연구원, 웹개발, R&D, 기술연구",~ 11/27(목)
부문별 신입/경력사원 모집,(주)일화,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52252299&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=d660ad24-76b4-4fe4-bbea-2c7f14276d68,서울강동구,신입·경력,N/A,고졸↑,"특허분석, 마케팅기획, 마케팅, 마케팅전략, 온라인마케팅",~ 11/19(수)
2025년 경리재무본부 신입사원 모집,한국미쓰이물산(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52179378&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=d660ad24-76b4-4fe4-bbea-2c7f14276d68,서울중구,신입·경력,N/A,대졸↑,"재무분석, 재무회계, 재무, 재무제표, 회계",N/A
[11월] 월간 하이닉스 Talent(경력 채용),에스케이하이닉스(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52239627&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=d660ad24-76b4-4fe4-bbea-2c7f14276d68,경기이천시,경력4년↑,N/A,대졸↑,"데이터시각화, 경영분석, 백엔드/서버개발, Python, 경영기획",~ 11/17(월)
분야별 경력/신입사원 채용,(주)풍림푸드,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52181567&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=d660ad24-76b4-4fe4-bbea-2c7f14276d68,충북진천군,신입·경력,N/A,고졸↑,"연구원, 시장조사, 사업기획, 사업관리, 신사업기획",~ 11/13(목)
부문별 수시채용 직원모집,한양이엔지(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52204690&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=d660ad24-76b4-4fe4-bbea-2c7f14276d68,경기화성시,신입·경력,N/A,초대졸↑,"DBA, 품질분석, 대기측정분석, 수질환경기사, 대기환경기사",N/A
"국방기술품질원 2025년 2차 정기 채용 [임용후보자(정규직, 무기사업직) 분야]",국방기술품질원,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52229002&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=d660ad24-76b4-4fe4-bbea-2c7f14276d68,대전전체,신입·경력,N/A,고졸↑,"품질분석, 경영분석, 빅데이터, 백엔드/서버개발, AI(인공지능)",~ 11/19(수)
하반기 정규직 인원 大 모집 (사세 확장),(주)동일캔바스엔지니어링,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52205210&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=d660ad24-76b4-4fe4-bbea-2c7f14276d68,경기평택시,신입·경력,N/A,고졸↑,"품질분석, 자료입력, 수질환경기사, 유지보수, 재무제표",~ 11/24(월)
2025 부문별 공개채용,정우산기(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52237545&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=d660ad24-76b4-4fe4-bbea-2c7f14276d68,충남천안시 동남구,신입·경력,N/A,학력무관,"품질분석, 백엔드/서버개발, SE(시스템엔지니어), 대기환경기사, 연구원",~ 12/05(금)
한국특수가스㈜ 부문별 신입 및 경력 채용,한국특수가스(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52240099&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=d660ad24-76b4-4fe4-bbea-2c7f14276d68,전북익산시,신입·경력,N/A,학력무관,"자료입력, 환경분석, 백엔드/서버개발, SE(시스템엔지니어), MySQL",~ 01/07(수)
(주)월덱스 각 부문 경력사원 공개채용,(주)월덱스,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52059729&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=d660ad24-76b4-4fe4-bbea-2c7f14276d68,경북구미시,경력2년↑,N/A,초대졸↑,"데이터엔지니어, DBA, 품질분석, 불량분석, 데이터마이닝",~ 11/23(일)
2025년 각 부문 신입 및 경력 수시채용,동아참메드(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52147254&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=d660ad24-76b4-4fe4-bbea-2c7f14276d68,경기군포시,신입·경력,N/A,초대졸↑,"품질분석, 불량분석, 기술지원, 재무회계, 재무",~ 11/24(월)
R&D/SW 부문 채용,파크시스템스(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52191444&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=d660ad24-76b4-4fe4-bbea-2c7f14276d68,경기수원시 영통구,신입·경력,N/A,학력무관,"데이터엔지니어, 품질분석, 기술지원, 백엔드/서버개발, SE(시스템엔지니어)",~ 11/16(일)
플랜트 건설 관련 분야별 모집,(주)현대계전,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51991959&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=d660ad24-76b4-4fe4-bbea-2c7f14276d68,충남서산시,신입·경력,N/A,학력무관,"품질분석, 자료입력, 유지보수, 재무, 회계",~ 11/21(금)
(주)서린바이오사이언스 각 부문 신입/경력 채용,(주)서린바이오사이언스,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52208470&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=d660ad24-76b4-4fe4-bbea-2c7f14276d68,경기화성시,신입·경력,N/A,고졸↑,"자료입력, 기술지원, 백엔드/서버개발, SE(시스템엔지니어), 연구원",~ 11/16(일)
유진투자증권 2025년 신입사원 채용,유진투자증권(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52170267&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=d660ad24-76b4-4fe4-bbea-2c7f14276d68,서울영등포구,신입,N/A,대졸↑,"데이터엔지니어, 위험분석, 데이터분석가, 재무분석, 투자분석",~ 11/16(일)
각 부문별 신입 및 경력모집,(주)두원전자,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51971206&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=d660ad24-76b4-4fe4-bbea-2c7f14276d68,충남아산시,신입·경력,N/A,초대졸↑,"품질분석, 자료입력, 기술지원, SE(시스템엔지니어), 연구원",~ 11/30(일)
12월 체험형 인턴 - 2차,스노우(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52262271&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=d660ad24-76b4-4fe4-bbea-2c7f14276d68,경기성남시 분당구,신입,N/A,학력무관,"데이터분석, 자료입력, AI(인공지능), 프로모션기획, 마케팅기획",~ 11/17(월)
㈜피아이이 하반기 각 부문 공개채용,(주)피아이이,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52167157&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=d660ad24-76b4-4fe4-bbea-2c7f14276d68,경기화성시,경력,N/A,초대졸↑,"데이터엔지니어, 데이터분석가, 데이터분석, 자료입력, 빅데이터",~ 11/30(일)
㈜마이크로인피니티 수원사업장 정규 모집,(주)마이크로인피니티,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52031884&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=d660ad24-76b4-4fe4-bbea-2c7f14276d68,경기수원시 영통구,경력무관,N/A,고졸↑,"품질분석, 웹개발, 영업직, 사업관리, 품질관리",~ 12/13(토)
2025년 예가람저축은행 각 부문별 [경력/전문계약직/외국인] 직원 공개 채용,(주)예가람저축은행,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52107619&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=d660ad24-76b4-4fe4-bbea-2c7f14276d68,서울중구,신입·경력,N/A,대졸↑,"데이터엔지니어, 위험분석, DBA, 재무분석, OracleDB",~ 12/31(수)
덴마크 의료기기 대표 기업 2025년 채용,디만트코리아(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52243092&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=231ac73e-ed1d-4c2d-bea8-6919fb9b0be6,서울중구,신입·경력,N/A,초대졸↑,"온라인MD, 브랜드관리, 마케팅기획, 마케팅, 마케팅전략",~ 11/14(금)
각 부문별 신입/경력 채용,(주)네오테크,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52216031&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=231ac73e-ed1d-4c2d-bea8-6919fb9b0be6,경북김천시,경력무관,N/A,고졸↑,"품질분석, 연구원, 시장조사, 영업직, 사업기획",~ 11/30(일)
[어시스턴트] 데이터 산출 지원,(주)카카오페이,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52264482&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=231ac73e-ed1d-4c2d-bea8-6919fb9b0be6,경기성남시 분당구,신입,N/A,학력무관,"데이터엔지니어, 데이터분석가, 데이터 사이언티스트, Python, SQL",~ 11/15(토)
[코스닥 상장사] 2025년 이에이트 부문별 채용,이에이트(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50441637&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=231ac73e-ed1d-4c2d-bea8-6919fb9b0be6,서울송파구,신입·경력,N/A,학력무관,"데이터엔지니어, 데이터분석가, 데이터시각화, 데이터마이닝, 데이터라벨링",~ 11/30(일)
본부별 서면심사/정보입력/접수/의료 부문 신입 및 경력직 채용,에이원심사손해사정(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52018829&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=231ac73e-ed1d-4c2d-bea8-6919fb9b0be6,대전중구,신입·경력,N/A,초대졸↑,"자료입력, 애널리스트, 기업분석, VOC분석, 콜통계/분석",~ 11/23(일)
[에이텍/판교] 11월 각 부문 신입/경력사원 모집,(주)에이텍,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52192204&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=231ac73e-ed1d-4c2d-bea8-6919fb9b0be6,경기성남시 분당구,신입·경력,N/A,학력무관,"OracleDB, SQL, Java, DBMS, 유지보수",~ 11/18(화)
"각 부문별 채용(IR/공시, 회계, 펌웨어(F/W)개발, R&D기획관리, PC제어(S/W) 등)",(주)디엠에스,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52213760&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=231ac73e-ed1d-4c2d-bea8-6919fb9b0be6,경기용인시 기흥구,신입·경력,N/A,대졸↑,"재무회계, 재무, 재무기획, 재무제표, 회계",~ 11/18(화)
입찰분석연구원 외 각 부문별 신입 및 경력사원 모집,(주)세종분석연구원,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50126447&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=231ac73e-ed1d-4c2d-bea8-6919fb9b0be6,서울마포구,신입·경력,N/A,학력무관,"데이터엔지니어, 데이터분석가, 데이터분석, 데이터시각화, 자료입력",~ 12/07(일)
(주)YIDO 2026년도 신입사원 공개채용 (전 분야),(주)이도,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52116270&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=231ac73e-ed1d-4c2d-bea8-6919fb9b0be6,서울중구,신입,N/A,대졸↑,"위험분석, 투자분석, 경영분석, 실적관리, 기업분석",~ 11/16(일)
(주)알에프바이오 각 부문별 신입/경력 채용,(주)알에프바이오,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52230154&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=231ac73e-ed1d-4c2d-bea8-6919fb9b0be6,서울강동구,경력무관,N/A,대졸↑,"연구원, 마케팅기획, 마케팅전략, R&D, 제약/바이오",~ 12/14(일)
에이엠㈜ 신입/경력 채용 모집,에이엠(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52011171&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=231ac73e-ed1d-4c2d-bea8-6919fb9b0be6,경기과천시,신입·경력,N/A,대졸↑,"데이터엔지니어, 데이터분석가, 품질분석, 실적관리, 기술지원",N/A
2025년 컨스트렉션 하반기 공식 채용,주식회사컨스트렉션,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52015554&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=231ac73e-ed1d-4c2d-bea8-6919fb9b0be6,경기부천시 원미구,경력무관,N/A,학력무관,"통화품질분석, 자료입력, VOC분석, 콜통계/분석, 채널관리",~ 12/10(수)
2025년 하반기 알피바이오 정규직 대규모 채용,알피바이오 마도공장,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52054355&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=231ac73e-ed1d-4c2d-bea8-6919fb9b0be6,경기화성시,경력무관,N/A,고졸↑,"데이터엔지니어, 데이터분석가, 데이터분석, 데이터시각화, 데이터마이닝",~ 11/15(토)
각 부문 신입 및 경력 채용,기쁨병원,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52106649&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=231ac73e-ed1d-4c2d-bea8-6919fb9b0be6,서울서초구,신입·경력,N/A,초대졸↑,"데이터엔지니어, 데이터분석가, 데이터시각화, 데이터마이닝, 데이터라벨링",~ 11/16(일)
"2025년 연구직,일반직 및 CS직 신입/경력 모집",(주)케이씨이노베이션,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52268569&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=231ac73e-ed1d-4c2d-bea8-6919fb9b0be6,경기화성시,신입·경력,N/A,고졸↑,"데이터엔지니어, 품질분석, 경영분석, 실적관리, SE(시스템엔지니어)",~ 11/16(일)
한서실업(주) 전 부문 채용,한서실업(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52249146&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=231ac73e-ed1d-4c2d-bea8-6919fb9b0be6,서울성동구,신입·경력,N/A,학력무관,"품질분석, 재무회계, 재무, 재무기획, 재무제표",~ 11/30(일)
각 부문 수시채용,(주)동방,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52187668&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=231ac73e-ed1d-4c2d-bea8-6919fb9b0be6,서울중구,신입·경력,N/A,고졸↑,"데이터분석, 품질분석, 경영분석, 실적관리, 트렌드분석",~ 11/16(일)
[원익큐엔씨] 신입/경력사원 모집,(주)원익큐엔씨,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52209424&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=231ac73e-ed1d-4c2d-bea8-6919fb9b0be6,경기전체,경력무관,N/A,고졸↑,"영업직, 기술연구, 품질관리, 품질보증, 생산",~ 11/16(일)
2025 화신그룹 신입 공개채용,(주)화신,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52181426&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=231ac73e-ed1d-4c2d-bea8-6919fb9b0be6,경북영천시,신입,N/A,대졸↑,"R&D, 생산관리, 생산, 제조, 해외법인관리",~ 11/16(일)
[현대자동차그룹] 트라닉스(주) 일반직 사원 모집,트라닉스 주식회사,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52190588&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=231ac73e-ed1d-4c2d-bea8-6919fb9b0be6,충남서산시,경력무관,N/A,대졸↑,"품질분석, 품질관리, 품질보증, 품질검사원, 생산관리",~ 11/16(일)
쥬비스다이어트 신입사원(인턴) 공개 채용,(주)쥬비스다이어트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52130125&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=231ac73e-ed1d-4c2d-bea8-6919fb9b0be6,서울강남구,신입,N/A,학력무관,"데이터분석, VOC분석, 상담원, 고객관리, 비만관리사",~ 11/14(금)
(주)엘케이엔지니어링 신입/경력사원 모집,(주)엘케이엔지니어링,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52260413&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=231ac73e-ed1d-4c2d-bea8-6919fb9b0be6,경기화성시,경력무관,N/A,고졸↑,"품질분석, 불량분석, 연구원, 품질관리, 품질보증",~ 11/23(일)
글로우업리즈(주) 경영지원-회계·세무·재무 채용,글로우업리즈(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52237253&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=231ac73e-ed1d-4c2d-bea8-6919fb9b0be6,서울성동구,경력무관,N/A,학력무관,"재무회계, 재무, 회계, 기업회계, 회계결산",~ 01/05(월)
계명대학교 동산의료원 2025년 11월 계약직원 정기 공개채용,(학)계명대학교동산의료원,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52274029&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=231ac73e-ed1d-4c2d-bea8-6919fb9b0be6,대구달서구,경력무관,N/A,고졸↑,"연구원, 간호사, 방사선사, 약사, 임상병리사",~ 11/17(월)
2025년 하반기 경력사원 모집,대한조선(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52207846&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=231ac73e-ed1d-4c2d-bea8-6919fb9b0be6,전남해남군,경력,N/A,초대졸↑,"환경측정분석사, 대기측정분석사, 품질분석, 경영분석, 자료입력",~ 11/17(월)
[신입] 반도체 Process Engineer,온세미컨덕터코리아(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52236677&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=231ac73e-ed1d-4c2d-bea8-6919fb9b0be6,경기부천시,신입,N/A,대졸↑,"기술엔지니어, 반도체, 반도체",~ 11/16(일)
